Item ID	Item Name	Item Type	Rare	Item Desc
212	بلور دارغونفين	Material	5	تم استخراجه من مناطق مرتفعة الرتبة.يتوقع الكثيرون بدء هذ البلور حديثالاكتشاف عهد جديد في صناعة المعادن.
213	البلور الخفيف	Material	4	مادة ثمينة وشديدة الصلابةلها لمعان خفيف.تستخدم أحيانًا في صناعة الأدوات.
214	بلور نوفا	Material	6	بلور خفيف عالي الجودة. مرغوب فيهكثيرًا بسبب ندرته، ولذلك يُستخدم فيأرقى صناعات المعادن فقط.
215	حجر خلية النار	Material	6	رواسب كحمم ذائبة وتستطيع الأيديالمدربة فقط التعامل معها. الدرعالمصنوع منها يكون من الدرجة الأولى.
216	خام قلب المحيط	Material	3	معدن قيّم يستخدم لعملعناصر السحر. يعطي لمعانًا نابضًابالحياة كالمحيط.
217	خام قلب الروح	Material	5	معدن قيّم يستخدم لعمل عناصر السحر.يعطي لمعانًا دافئًا يشبه ضوء الشمس.
218	خام قلب الحلم	Material	6	معدن قيّم يستخدم لعملعناصر السحر. يعطي لمعانًا متقدًايذكرك بالنار.
219	خام قلب التنين	Material	7	معدن قيّم يستخدم لعمل عناصر السحر.يعطي لمعانًا غامضًا و يمنح حاملهحكمة عميقة.
220	إطار الدرع	Material	3	يتجاوب بصورة متفردة مع الحرارة.قم بصهر هذا مع الدرع لتحسينهبقدر ضئيل.
221	إطار الدرع +	Material	4	يتجاوب بصورة متفردة مع الحرارة.قم بصهر هذا مع الدرع لتحسينهبقدر بسيط.
222	إطار الدرع المتطور	Material	5	يتجاوب بصورة متفردة مع الحرارة.قم بصهر هذا مع الدرع لتحسينه.
223	إطار الدرع الصلب	Material	6	يتجاوب بصورة متفردة مع الحرارة.قم بصهر هذا مع الدرع لتحسينهبدرجة ملحوظة.
224	إطار الدرع الثقيل	Material	7	يتجاوب بصورة متفردة مع الحرارة.قم بصهر هذا مع الدرع لتحسينهبقدر هائل.
225	عظمة متينة	Material	3	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظامفي المرتفعات المرجانية والوادي المتعفن.
226	عظمة عالية الجودة	Material	5	عظمة تستخدم في صناعة العتاد.سهولة استخدامها وصلابتهايسمح بتشكيلها الى عتاد أفضل.
227	عظمة قديمة جدًا	Material	3	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظامفي الغابة العتيقة.
228	عظمة كبيرة	Material	3	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظام في أنقاض الهياكل الشرسة.
229	عظمة مرجانيّة	Material	3	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظام في المرتفعات المرجانية.
230	عظمة ملتفّة	Material	3	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظام في الوادي المتعفّن.
231	عظمة وحشيّة	Material	5	عظمة تستخدم في صناعة العتاد.يمكن إيجادها في أكوام العظام في مخبأ التنين المعمِّر.
232	أثر عظْمة التنين	Material	6	مادة عالية الجودة تجدها في أكوامالعظام. البقايا الوحيدة من إحدىفصائل التنانين هزمها الوقت الآن.
233	الجمجمة غير المعروفة	Material	6	مادة نادرة تجدها في أكوام العظامفي مخبأ التنين المعمِّر. تبدوكجمجمة أحد الحيوانات.
234	ذبابة القرن الضخم	Material	4	تم اكتشافها أثناء تجميع العناصر.هي حشرة لها قرن ضخم، ودرعهائل وأجنحة مثل الفراشة.
235	القماش الشرير	Material	4	قماش مريب استخرجه المشاركونفي رحلة مغيري الوحوش من مكان لايعلمه أحد. يشع هالة من الشر الخالص.
236	عظْمة الوحش إس	Material	3	مادة يتم العثور عليها في أكوام العظام.ضرورية في الصيد والحياة اليومية.
237	عظْمة الوحش إم	Material	3	عظْمة تحصل عليها من الوحوشالضخمة. ولأنها قوية ومرنة، يمكنالاعتماد عليها مثل الفولاذ أو الخشب.
238	عظْمة الوحش إل	Material	3	عظْمة تحصل عليها من الوحوش الضخمة.يصعب الحصول عليها نظرًا لحجمها ،ولكنها ضرورية لصناعة عناصر أكبر.
239	عظْمة الوحش+	Material	3	عظْمة تحصل عليها من الوحوشالضخمة. يصعب الحصول عليها، ولكنهاضرورية لصناعة معدات قوية.
240	عظْمة الوحش الحادة	Material	5	عظْمة من وحوش ضخمة برتبة مرتفعة. لها طرف حادكالموس يحتفظ بقوته بعد التشكيل.
241	عظْمة الوحش الصلبة	Material	5	عظْمة ثمينة تحصل عليها من وحوشضخمة برتبة مرتفعة. ندرتهاتجعل الجميع يسعى خلفها.
242	عظْمة التنين المعمِّر	Material	6	عظْمة من التنين المعمِّر.تُطلق الجلال العظيمللوحش الذي كانت له.
243	المخلب الحاد	Material	3	يمكن الحصول عليه من التنانين المجنحةصغيرة الأنياب. وعكس أفكاك التنانينالمجنحة، هذا مصمم للإمساك بالأغراض.
244	المخلب المخترق	Material	5	مادة مصدرها تنانين مجنحة برتبةمرتفعة ذات أنياب صغيرة. حاد بما يكفيليُستخدم كبديل للسكين.
245	سائل الوحش	Material	3	مادة يمكن الحصول عليها من الحشراتالصغيرة. تُخلط بسوائل معدةالحشرات لعمل مادة لاصقة.
246	مرق الوحش	Material	5	مادة مصدرها حشرات الرتبة المرتفعة.المرق المغذي لا يصنعه إلاأثقل عصارات الوحوش.
247	كيس السم	Material	3	عضو في الوحشيحتوي على سم مميت.تعامل معه بحذر شديد.
248	كيس المادة السامة	Material	5	عضو في الوحش ممتلئ بمادةسامة شديدة الفعالية.لدرجة أن لمسها خطر.
249	كيس مادة الشلل	Material	3	عضو في الوحش يحتوي علىسم عصبي مسبب للشلل.
250	كيس الشلل المطلق	Material	5	عضو في الوحش ممتلئ بسمعصبي فعّال. لمسة واحدةيمكن أن تُسبب الشلل.
251	كيس النُّعاس	Material	3	عضو في الوحشيحتوى على مسحوق ساحريمكنه الحث على النوم.
252	كيس الغيبوبة	Material	5	عضو في الوحش يحتوى علىمسحوق خطير. نشقة واحدةبإمكانها التسبب في غيبوبة.
253	كيس اللهب	Material	3	عضو في الوحش ممتلئبمسحوق سريع الاشتعال.تعامل معه بحذر شديد.
254	كيس الجحيم	Material	5	عضو في الوحش ممتلئبمسحوق يشتعل بمجردملامسته الهواء. خطر!
255	كيس الماء	Material	3	عضو في الوحش مصممللاحتفاظ بالماء.
256	كيس السيل	Material	5	عضو في الوحش مصممللاحتفاظ بكميات وافرةمن الماء.
257	الكيس المثلج	Material	3	عضو داخلي في الوحش، ممتلئبسائل درجة حرارته شديدةالانخفاض. تعامل معه بحذر.
258	كيس التجميد	Material	5	عضو في الوحش لهقدرة هائلة على التجميد.يحول ما حوله إلى ثلج.
259	الكيس الكهربي	Material	3	عضو في الوحش يمكنهتخزين الكهرباء، والتيتُطلق عند التصادم.
260	كيس الرعد	Material	5	عضو في الوحش يمكنهتخزين كميات ضخمة منالكهرباء عالية الجهد.
261	جوهرة تنين مجنح شبيه بالطيور	Material	6	جوهرة ثمينة يمكن الحصول عليهامن صغار التنانين المجنحة. يُقالإن سعرها عاليًا في السوق.
262	جوهرة التنين المجنح	Material	6	خلال حياة التنين المجنح،تتجمع الشوائب مكوّنةهذه الجوهرة غير المعتادة.
263	دم التنين المعمِر	Material	6	يحتوى على مركب غير معروف.هو موضوع بحث علميواسع.
264	جلد خنزير الطحالب	Material	3	جلد عفِن مغطىبالطحالب.
265	الفراء الدافئ	Material	3	فراء مصنوع من حيوان صغير.يُستخدم في أغراض متعددة، لكنهأساسًا يتم ارتداؤه مع الملابس.
266	الفراء عالي الجودة	Material	5	فراء نادر من حيوان صغير.ملمسه رائعواللجنة تقدّره جدًا.
267	درع فيسبويد	Material	3	من مواد فيسبويد.يمكن الحصول عليها بالتقطيع.تُستخدم في أغراض عديدة.
268	درقة فيسبويد	Material	5	من مواد فيسبويد النادرة.يمكن الحصول عليها بالتقطيع.تُستخدم في أغراض عديدة.
269	جناح فيسبويد	Material	3	من مواد فيسبويد.يمكن الحصول عليه بالتقطيع. خفيفوحاد، ويُستخدم في أسلحة عديدة.
270	جناح فيسبويد الداخلي	Material	5	من مواد فيسبويد النادرة.يمكن الحصول عليه بالتقطيع. خفيفوحاد، ويُستخدم في أسلحة عديدة.
271	درع هورنتور	Material	3	من مواد هورنتور.يمكن الحصول عليه بالتقطيع.يُستخدم في أغراض عديدة.
272	جناح هورنتور	Material	3	من مواد هورنتور.يمكن الحصول عليه بالتقطيع.يُستخدم في أغراض عديدة.
273	رأس هورنتور	Material	3	من مواد هورنتور.يمكن الحصول عليه بالتقطيع.غير معتاد، ويُستخدم في عتاد محدد.
274	درقة هورنتور	Material	5	من مواد هورنتور النادرة.يمكن الحصول عليها بالتقطيع.تُستخدم في أغراض عديدة.
275	جناح هورنتور الداخلي	Material	5	من مواد هورنتور النادرة.يمكن الحصول عليه بالتقطيع. خفيفوحاد، ويُستخدم في أسلحة عديدة.
276	جلد غاجاو	Material	3	من مواد غاجاو.يمكن الحصول عليه بالتقطيع. مقاومللماء، ويُستخدم في صناعة العتاد.
277	سوالف غاجاو	Material	3	من مواد غاجاو.يمكن الحصول عليها بالتقطيع.قوية، وتُستخدم في صناعة العتاد.
278	قشرة غاجاو	Material	5	من مواد غاجاو النادرة.يمكن الحصول عليها بالتقطيع. مقاومةللماء، وتُستخدم لصناعة العتاد.
279	سوالف غاجاو الكبيرة	Material	5	من مواد غاجاو النادرة.يمكن الحصول عليها بالتقطيع.قوية، وتُستخدم في صناعة العتاد.
280	جلد وينغدرايك	Material	3	مادة مقطعة من الوينغدرايك.خفيف الوزن وكثيرًا ما يُستخدم عندصناعة الدروع.
281	جلد وينغدرايك+	Material	5	مادة نادرة مقطعة منالوينغدرايك. خفيف الوزن وكثيرًا مايُستخدم عند صناعة الدروع.
282	جلد بارنوس+	Material	5	من مواد بارنوس النادرة.يمكن الحصول عليه بالتقطيع.مرن، ويُستخدم في صناعة العتاد.
283	برثن بارنوس	Material	5	من مواد بارنوس النادرة.يمكن الحصول عليه بالتقطيع.غير معتاد، ويُستخدم في عتاد محدد.
284	درع كيستودون	Material	3	من مواد كيستودون.يمكن الحصول عليه بالتقطيع.متين، ويُستخدم في صناعة العتاد.
285	فروة رأس كيستودون	Material	3	من مواد كيستودون. يمكن الحصولعليها بالتقطيع. غير معتادة،وتُستخدم في عتاد محدد.
286	درقة كيستودون	Material	5	من أفضل مواد كيستودون.ُيمكن الحصول عليها بالتقطيع.متينة، وتُستخدم في صناعة العتاد.
